ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
48,TEXAS,TX,48113,Dallas,48113010903,"Census Tract 109.03, Dallas County, Texas",1.09205475782,3833,384,1728,30,1493,106,880,308,203,93,15339,1501,519,169,213,86,1225,277,345,129,356,110,3731,387,644,214,822,162,0,13,79,54,198,93,9,4,23.1,8.0,10.7,4.6,15339.0,1501.0,23.7,6.7,5.6,2.3,32.0,6.5,9.0,3.4,23.8,7.2,97.3,2.7,18.0,5.7,47.6,9.4,0.0,2.3,5.3,3.6,13.3,6.1,0.2,0.1,0.745,0.9134,0.8587,0.6991,3.2162,0.871,0.0962,0.8552,0.2929,0.9705,2.2148,0.6296,0.9422,0.865,1.8072,0.9302,0.9252,0.0,0.6306,0.8937,0.587,3.0365,0.807,10.2747,0.8963,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,4,1179,256,30.8,6.9,5355
48,TEXAS,TX,48113,Dallas,48113010904,"Census Tract 109.04, Dallas County, Texas",2.993689733648,3902,384,1865,88,1720,114,1604,424,121,91,14255,1888,448,151,85,53,1340,275,466,149,438,140,3845,386,349,166,557,148,0,13,35,42,243,82,0,13,41.1,9.2,6.6,4.8,14255.0,1888.0,22.4,6.5,2.2,1.4,34.3,6.2,11.9,3.7,25.5,8.0,98.5,2.0,9.7,4.5,29.9,7.8,0.0,2.1,2.0,2.4,14.1,4.7,0.0,0.3,0.9561,0.6791,0.8939,0.6725,3.2016,0.8668,0.0191,0.9287,0.5074,0.9811,2.4363,0.764,0.9681,0.7225,1.6906,0.8684,0.8386,0.0,0.2959,0.9081,0.0,2.0426,0.3919,9.3711,0.779,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,5,796,223,20.4,5.3,6824
48,TEXAS,TX,48113,Dallas,48113011001,"Census Tract 110.01, Dallas County, Texas",1.28571579898,7599,931,2969,91,2883,158,2039,1003,62,56,21753,4048,689,329,1527,343,1856,648,1471,460,375,161,7201,944,240,195,124,84,0,19,35,59,392,171,8,11,26.8,10.9,2.0,1.7,21753.0,4048.0,13.4,6.5,20.1,4.9,24.4,8.0,19.4,5.6,13.0,5.5,94.8,4.4,3.4,2.7,4.2,2.9,0.0,1.3,1.2,2.0,13.6,5.9,0.1,0.1,0.8131,0.0992,0.641,0.4566,2.0099,0.5053,0.8684,0.4218,0.8837,0.6984,2.8723,0.9326,0.8973,0.4466,1.3439,0.6842,0.4675,0.0,0.1978,0.8978,0.5245,2.0876,0.4099,8.3137,0.6402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,425,19.0,4.6,3123
48,TEXAS,TX,48113,Dallas,48113011002,"Census Tract 110.02, Dallas County, Texas",1.084152022084,3692,326,1361,30,1257,94,1052,359,128,70,21371,3648,287,84,773,93,818,133,748,179,191,106,3544,336,23,58,0,18,37,38,85,48,69,55,5,3,28.5,9.2,8.8,4.6,21371.0,3648.0,11.7,3.3,20.9,2.9,22.2,3.0,20.3,5.0,15.2,8.4,96.0,3.3,0.7,1.7,0.0,1.4,2.7,2.8,6.8,3.8,5.5,4.4,0.1,0.1,0.8376,0.8386,0.654,0.4065,2.7367,0.7346,0.8894,0.2896,0.906,0.7902,2.8752,0.9341,0.9166,0.1259,1.0425,0.5383,0.0,0.5951,0.7251,0.6045,0.5245,2.4492,0.5665,9.1036,0.741,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,760,325,20.6,8.0,2176
48,TEXAS,TX,48113,Dallas,48113011101,"Census Tract 111.01, Dallas County, Texas",1.905380165228,4555,564,1727,88,1573,120,747,340,160,100,28158,6388,360,118,993,93,1086,310,543,177,257,128,3908,794,226,111,69,67,0,13,92,75,22,29,5,4,16.5,7.0,7.8,4.2,28158.0,6388.0,11.5,3.9,21.8,3.3,23.8,6.1,11.9,4.5,16.3,8.1,85.8,13.8,5.1,2.4,4.0,3.9,0.0,2.3,5.8,4.8,1.4,1.8,0.1,0.1,0.5821,0.779,0.4185,0.3975,2.1771,0.5592,0.9091,0.3852,0.5074,0.8326,2.6343,0.8506,0.7787,0.5578,1.3365,0.6806,0.4606,0.0,0.6645,0.1878,0.5245,1.8374,0.3058,7.9853,0.5997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,466,259,10.2,5.8,3389
48,TEXAS,TX,48113,Dallas,48113011103,"Census Tract 111.03, Dallas County, Texas",0.842737499462,3399,424,1317,28,1235,89,1038,372,120,88,16059,2179,752,181,731,158,873,282,630,186,125,83,2913,491,330,113,0,18,0,13,83,52,137,95,25,19,30.5,10.3,9.7,6.3,16059.0,2179.0,32.2,7.7,21.5,4.7,25.7,7.7,18.5,5.2,10.1,6.7,85.7,9.7,10.0,3.2,0.0,1.4,0.0,3.0,6.7,4.2,11.1,7.4,0.7,0.6,0.8614,0.8815,0.8353,0.8198,3.398,0.919,0.9021,0.5036,0.855,0.5358,2.7965,0.9106,0.7775,0.7318,1.5093,0.7708,0.0,0.0,0.7192,0.8462,0.716,2.2814,0.4913,9.9852,0.8581,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,871,228,25.6,6.9,1253
48,TEXAS,TX,48113,Dallas,48113011104,"Census Tract 111.04, Dallas County, Texas",0.758751434116,4177,613,1466,68,1322,105,1619,540,60,45,12642,1618,782,206,615,132,1405,507,548,172,152,85,4073,618,427,192,29,47,8,13,163,97,70,62,6,3,38.8,11.0,4.1,3.1,12642.0,1618.0,29.8,7.2,14.7,4.4,33.6,11.1,13.1,4.5,11.5,6.4,97.5,3.8,10.8,4.6,2.0,3.3,0.5,0.9,12.3,7.3,5.3,4.7,0.1,0.1,0.9423,0.3715,0.9435,0.7904,3.0477,0.8271,0.6503,0.9107,0.5915,0.6174,2.7699,0.9035,0.9461,0.7506,1.6967,0.8717,0.3745,0.3952,0.9067,0.5897,0.5245,2.7906,0.7157,10.3049,0.8984,1,0,1,0,2,0,1,0,0,1,1,0,1,0,0,1,0,0,1,5,1064,399,25.5,8.4,1679
48,TEXAS,TX,48113,Dallas,48113011105,"Census Tract 111.05, Dallas County, Texas",0.605791721388,4868,499,1761,37,1642,95,1444,399,58,46,13051,1616,1035,273,589,142,1420,353,770,187,290,111,4648,515,617,169,354,119,0,13,59,51,127,79,0,13,30.1,8.5,3.2,2.5,13051.0,1616.0,35.2,8.0,12.1,3.3,29.2,6.6,15.8,3.9,17.7,6.7,95.5,4.0,13.6,3.4,20.1,6.8,0.0,2.2,3.6,3.2,7.7,4.7,0.0,0.3,0.8556,0.2453,0.9339,0.8504,2.8852,0.7793,0.4992,0.7179,0.7512,0.8762,2.8445,0.9253,0.9072,0.8059,1.7131,0.8795,0.7598,0.0,0.4832,0.7255,0.0,1.9685,0.3603,9.4113,0.7857,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1269,317,26.1,6.0,1073
48,TEXAS,TX,48113,Dallas,48113011200,"Census Tract 112, Dallas County, Texas",2.884941788736,7525,918,2700,47,2589,147,1930,1070,293,173,15183,3039,978,365,890,172,2355,730,1488,351,580,219,7431,921,600,295,116,128,116,91,170,131,256,154,8,4,25.6,12.3,9.9,5.7,15183.0,3039.0,22.0,8.1,11.8,2.5,31.3,8.9,19.8,4.9,22.4,8.4,98.8,2.1,8.2,3.9,4.3,4.8,4.3,3.4,6.6,5.1,9.9,6.0,0.1,0.1,0.7901,0.8905,0.8644,0.6635,3.2085,0.8689,0.4803,0.825,0.8947,0.9568,3.1568,0.9833,0.9751,0.6792,1.6543,0.8437,0.4723,0.6361,0.7135,0.8128,0.5245,3.1592,0.8483,11.1788,0.9635,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,1300,497,17.3,6.2,3044
48,TEXAS,TX,48113,Dallas,48113011300,"Census Tract 113, Dallas County, Texas",2.961856395952,5009,566,2124,76,1981,126,1179,428,164,86,22857,5009,391,168,1042,141,960,271,860,214,334,120,4884,575,133,136,130,57,0,19,20,29,214,93,115,80,24.0,8.6,7.4,3.9,22857.0,5009.0,11.0,4.6,20.8,3.4,19.2,5.0,17.5,4.6,16.9,6.0,97.5,3.2,2.7,2.8,6.1,2.7,0.0,1.9,1.0,1.5,10.8,4.7,2.3,1.6,0.7619,0.7511,0.602,0.3785,2.4935,0.6571,0.8877,0.1622,0.8221,0.8512,2.7232,0.8849,0.9461,0.382,1.3281,0.6754,0.5329,0.0,0.1762,0.8375,0.8454,2.392,0.5404,8.9368,0.7175,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,957,320,19.5,6.1,3726
48,TEXAS,TX,48113,Dallas,48113011401,"Census Tract 114.01, Dallas County, Texas",2.277857783954,5217,653,2148,60,1880,105,2303,550,161,80,13921,4617,704,181,449,78,1723,465,815,229,535,154,5042,660,80,91,243,90,64,43,114,67,512,116,195,173,46.1,10.0,8.5,4.3,13921.0,4617.0,24.9,5.5,8.6,2.0,33.0,7.9,15.7,4.3,28.5,8.1,96.6,3.7,1.7,1.9,11.3,4.2,3.0,2.0,6.1,3.6,27.2,6.2,3.7,3.3,0.9768,0.8215,0.9073,0.7186,3.4242,0.9269,0.2599,0.8923,0.7458,0.9906,2.8886,0.9368,0.9281,0.2664,1.1945,0.6129,0.6444,0.6045,0.6813,0.9881,0.8975,3.8158,0.9793,11.3231,0.9724,1,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,5,1274,288,24.5,4.5,2626
48,TEXAS,TX,48113,Dallas,48113011500,"Census Tract 115, Dallas County, Texas",5.83621744548,4137,613,1353,64,1167,101,1405,492,94,83,12524,2013,1062,209,247,58,1629,413,377,146,263,100,3917,625,1117,292,213,100,32,31,177,87,230,95,0,13,34.2,10.3,5.8,5.0,12524.0,2013.0,49.3,7.1,6.0,1.6,39.4,8.1,9.1,3.4,22.5,8.3,94.7,5.6,30.7,6.9,15.7,7.4,2.4,2.3,15.2,7.4,19.7,7.7,0.0,0.3,0.9045,0.5946,0.946,0.9625,3.4076,0.9225,0.1148,0.9891,0.3013,0.9577,2.3629,0.7219,0.8963,0.9704,1.8667,0.9589,0.7106,0.5843,0.9514,0.9636,0.0,3.2099,0.8619,10.8471,0.9422,1,0,1,1,3,0,1,0,1,2,0,1,1,0,0,1,1,0,2,8,1349,284,32.6,6.8,1047
48,TEXAS,TX,48113,Dallas,48113011601,"Census Tract 116.01, Dallas County, Texas",3.87646214949,4807,594,1685,57,1439,123,1610,564,116,77,11551,1364,1093,201,644,168,1390,342,659,198,297,133,4659,598,364,148,336,119,0,13,69,63,266,110,0,13,33.5,10.9,7.3,4.8,11551.0,1364.0,37.1,5.3,13.4,3.7,28.9,6.2,13.7,3.9,20.6,9.1,96.9,3.4,8.1,3.1,19.9,7.1,0.0,2.3,4.8,4.4,18.5,7.4,0.0,0.3,0.8959,0.7445,0.9657,0.8724,3.4785,0.9397,0.5759,0.7026,0.6324,0.9332,2.8441,0.9251,0.9342,0.6756,1.6098,0.8219,0.7573,0.0,0.5897,0.9557,0.0,2.3027,0.5007,10.2351,0.8907,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,1717,398,35.7,7.4,1565
48,TEXAS,TX,48113,Dallas,48113011602,"Census Tract 116.02, Dallas County, Texas",3.895011261774,6907,587,1972,56,1914,75,864,407,0,19,15830,1767,1716,275,478,99,2302,378,540,147,260,102,6162,599,988,223,47,39,171,80,137,77,101,74,0,19,12.5,5.8,0.0,1.3,15830.0,1767.0,45.1,6.1,6.9,1.5,33.3,4.7,7.8,2.0,13.6,5.3,89.2,4.2,15.8,3.3,2.4,2.0,8.7,4.0,7.2,4.0,5.3,3.8,0.0,0.3,0.4419,0.0,0.8438,0.9376,2.2233,0.5753,0.159,0.9019,0.2088,0.7278,1.9975,0.4754,0.816,0.838,1.654,0.8432,0.3954,0.7159,0.7452,0.5897,0.0,2.4462,0.5636,8.321,0.6409,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1968,427,28.5,5.5,3855
48,TEXAS,TX,48113,Dallas,48113011701,"Census Tract 117.01, Dallas County, Texas",1.822079817034,6592,601,1972,41,1872,94,1916,626,140,69,12966,1541,1589,322,372,88,1994,325,539,150,194,98,6229,620,958,320,163,105,0,19,153,99,200,97,0,19,29.1,8.8,4.9,2.2,12966.0,1541.0,41.7,8.1,5.6,1.4,30.2,4.1,8.2,2.2,10.4,5.2,94.5,3.8,15.8,5.1,8.3,5.3,0.0,2.0,8.2,5.3,10.7,5.2,0.0,0.3,0.8447,0.4814,0.9364,0.9126,3.1751,0.8603,0.0962,0.7735,0.2348,0.5532,1.6577,0.2783,0.8923,0.838,1.7303,0.8902,0.587,0.0,0.7951,0.8352,0.0,2.2173,0.4661,8.7804,0.698,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2618,600,39.7,8.2,3372
48,TEXAS,TX,48113,Dallas,48113011702,"Census Tract 117.02, Dallas County, Texas",2.156351484554,6259,464,1637,68,1548,83,2401,598,136,71,12296,1830,2032,226,430,107,2173,361,619,170,143,77,5792,500,1355,297,72,51,28,32,229,104,17,19,0,19,38.4,9.3,5.5,2.8,12296.0,1830.0,57.7,4.8,6.9,1.8,34.7,5.2,9.9,2.8,9.2,5.0,92.5,4.1,23.1,4.7,4.4,3.1,1.7,2.0,14.8,6.7,1.1,1.2,0.0,0.3,0.9388,0.5573,0.9527,0.9914,3.4402,0.9317,0.159,0.9369,0.3708,0.4807,1.9474,0.4417,0.8592,0.92,1.7792,0.916,0.4761,0.5408,0.9468,0.1404,0.0,2.1041,0.4176,9.2709,0.7656,1,0,1,1,3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,6,2424,547,38.7,8.0,2960
48,TEXAS,TX,48113,Dallas,48113011800,"Census Tract 118, Dallas County, Texas",1.945005813488,10699,955,2954,102,2702,168,3188,986,86,64,12629,1473,2682,590,435,178,4082,560,893,274,605,253,10018,1071,2137,749,175,124,0,21,319,145,118,100,0,21,30.3,9.6,2.1,1.6,12629.0,1473.0,47.1,7.5,4.1,1.7,38.2,4.0,8.3,2.5,22.4,9.3,93.6,5.5,21.8,7.3,5.9,4.2,0.0,1.3,11.8,5.3,4.4,3.7,0.0,0.2,0.8585,0.1076,0.9439,0.9501,2.8601,0.7714,0.0472,0.9826,0.2413,0.9568,2.2279,0.6367,0.8764,0.9099,1.7863,0.9193,0.5262,0.0,0.8969,0.5199,0.0,1.943,0.348,8.8173,0.7024,0,0,1,1,2,0,1,0,1,2,0,1,1,0,0,0,0,0,0,5,3300,858,30.8,6.6,4495
48,TEXAS,TX,48113,Dallas,48113011900,"Census Tract 119, Dallas County, Texas",1.793000158802,10516,1072,2890,68,2604,159,2782,985,284,198,13297,1669,2467,421,551,127,3583,740,1084,289,401,187,9785,1106,1273,434,0,29,48,66,302,162,33,38,16,7,26.5,8.8,6.7,4.3,13297.0,1669.0,42.2,5.6,5.2,1.3,34.1,6.1,10.3,2.8,15.4,7.1,93.0,4.6,13.0,4.2,0.0,1.0,1.7,2.3,11.6,6.2,1.3,1.4,0.2,0.1,0.8056,0.69,0.9276,0.9166,3.3398,0.9027,0.075,0.9235,0.3963,0.7972,2.192,0.6125,0.8665,0.7961,1.6626,0.8493,0.0,0.5408,0.8935,0.1707,0.587,2.192,0.4527,9.3864,0.7817,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2946,790,28.0,6.9,5892
48,TEXAS,TX,48113,Dallas,48113012000,"Census Tract 120, Dallas County, Texas",1.002057084334,8209,838,2987,63,2557,163,1966,896,162,137,13095,1443,1697,344,551,107,3166,498,621,252,505,210,7882,856,1525,419,976,266,0,19,221,119,343,143,10,4,24.2,10.6,4.9,4.2,13095.0,1443.0,40.4,7.9,6.7,1.4,38.6,4.6,7.6,3.0,19.7,8.1,96.0,3.6,21.2,5.5,32.7,8.9,0.0,1.3,8.6,4.6,13.4,5.5,0.1,0.0,0.7669,0.4814,0.9332,0.9024,3.0839,0.8352,0.1467,0.9857,0.194,0.916,2.2424,0.6464,0.9166,0.9026,1.8192,0.9355,0.8567,0.0,0.8097,0.8951,0.5245,3.086,0.8262,10.2315,0.89,0,0,1,1,2,0,1,0,1,2,1,1,2,0,0,0,0,0,0,6,2382,632,29.0,7.2,2720
48,TEXAS,TX,48113,Dallas,48113012100,"Census Tract 121, Dallas County, Texas",1.124696207002,6805,460,2162,28,2023,80,1910,515,111,67,13959,1312,985,201,471,87,2523,323,579,152,401,121,6517,486,824,303,253,98,27,32,170,75,259,100,0,19,28.5,7.1,3.7,2.2,13959.0,1312.0,27.9,5.1,6.9,1.3,37.1,4.0,8.5,2.2,19.8,5.9,95.8,3.0,13.6,4.9,11.7,4.5,1.2,1.5,8.4,3.7,12.8,4.9,0.0,0.3,0.8376,0.3185,0.9054,0.7661,2.8276,0.7601,0.159,0.973,0.2555,0.9187,2.3062,0.688,0.9132,0.8059,1.7191,0.8831,0.6511,0.4982,0.8022,0.8838,0.0,2.8353,0.7322,9.6882,0.8232,0,0,1,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,4,1808,404,26.6,5.6,5436
48,TEXAS,TX,48113,Dallas,48113012204,"Census Tract 122.04, Dallas County, Texas",1.181635055044,7586,665,2650,52,2564,118,1668,880,83,93,29798,4262,1137,377,637,179,1958,435,680,165,146,122,4727,799,843,309,239,194,68,90,121,138,19,33,0,19,22.0,10.3,2.0,2.3,29798.0,4262.0,23.5,7.6,8.4,2.6,25.8,5.3,9.0,2.2,5.7,4.8,62.3,9.0,12.2,4.3,9.0,7.3,2.6,3.4,4.7,5.4,0.7,1.3,0.0,0.3,0.7197,0.0992,0.3728,0.694,1.8857,0.4642,0.2475,0.5107,0.2929,0.2435,1.2946,0.1247,0.5587,0.7816,1.3403,0.6825,0.601,0.5906,0.5832,0.0915,0.0,1.8663,0.3154,6.3869,0.3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,704,21.3,8.9,4140
48,TEXAS,TX,48113,Dallas,48113012206,"Census Tract 122.06, Dallas County, Texas",1.048337586666,5270,455,1978,62,1830,106,1135,452,48,42,25428,2754,723,194,635,114,1324,212,735,162,200,100,4378,479,242,136,191,90,0,19,27,35,154,96,68,34,21.9,8.5,1.9,1.7,25428.0,2754.0,20.0,5.3,12.0,2.4,25.1,3.4,14.2,3.3,10.9,5.4,83.1,5.6,4.9,2.7,9.7,4.5,0.0,2.0,1.5,1.9,8.4,5.1,1.3,0.6,0.7184,0.0887,0.5091,0.6259,1.9421,0.4824,0.4918,0.4638,0.6637,0.5849,2.2042,0.6219,0.7492,0.5451,1.2943,0.6595,0.6153,0.0,0.236,0.7566,0.776,2.3839,0.536,7.8245,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,253,14.6,4.8,2827
48,TEXAS,TX,48113,Dallas,48113012207,"Census Tract 122.07, Dallas County, Texas",2.08635814179,7869,831,2978,51,2758,161,1965,942,140,129,18875,3484,971,321,524,186,2527,546,719,253,388,164,7231,880,703,348,1021,233,0,19,184,133,424,165,10,10,25.0,10.9,4.0,3.6,18875.0,3484.0,20.9,6.1,6.7,2.3,32.1,6.1,9.1,3.2,14.1,5.9,91.9,5.6,10.0,4.8,34.3,7.8,0.0,1.3,6.7,4.8,15.4,5.8,0.1,0.1,0.7801,0.3587,0.7425,0.6444,2.5257,0.6665,0.1467,0.8594,0.3013,0.7464,2.0538,0.5191,0.8523,0.7318,1.5841,0.8091,0.8682,0.0,0.7192,0.926,0.5245,3.0379,0.808,9.2015,0.7565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2255,622,28.7,6.9,10388
48,TEXAS,TX,48113,Dallas,48113012208,"Census Tract 122.08, Dallas County, Texas",0.406184709428,2704,238,1179,28,1110,51,1009,251,163,101,13193,2163,609,117,187,61,868,163,356,87,252,69,2579,246,457,128,668,113,0,13,158,52,365,82,0,13,37.3,8.6,13.2,7.5,13193.0,2163.0,40.1,7.2,6.9,2.3,32.1,5.3,13.2,3.2,22.7,6.2,95.4,3.5,19.6,5.2,56.7,9.5,0.0,3.3,14.2,4.7,32.9,6.9,0.0,0.5,0.9296,0.9573,0.9311,0.8994,3.7174,0.9829,0.159,0.8594,0.5982,0.9604,2.577,0.8253,0.9067,0.8837,1.7904,0.9214,0.9497,0.0,0.9388,0.9941,0.0,2.8826,0.7483,10.9674,0.9503,1,1,1,0,3,0,0,0,1,1,1,0,1,1,0,1,1,0,3,8,1030,182,38.1,5.7,840
48,TEXAS,TX,48113,Dallas,48113012209,"Census Tract 122.09, Dallas County, Texas",0.681505165282,2986,348,1293,55,1156,87,447,209,68,40,32737,4657,249,108,357,63,697,223,403,130,60,49,1638,397,160,111,167,77,0,13,33,37,170,70,0,13,15.1,6.6,4.0,2.4,32737.0,4657.0,12.5,5.0,12.0,2.8,23.3,7.0,13.5,4.4,5.2,4.2,54.9,11.7,5.8,4.0,12.9,6.0,0.0,3.0,2.9,3.2,14.7,5.6,0.0,0.4,0.5362,0.3587,0.3008,0.4298,1.6255,0.3813,0.4918,0.3546,0.6188,0.2121,1.6773,0.286,0.4929,0.5872,1.0801,0.5557,0.6706,0.0,0.412,0.916,0.0,1.9986,0.3721,6.3815,0.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,562,195,18.8,5.5,1071
48,TEXAS,TX,48113,Dallas,48113012210,"Census Tract 122.10, Dallas County, Texas",0.453292628346,4209,408,2395,81,2008,123,1183,312,254,112,20875,2482,621,146,278,92,973,265,713,197,269,96,3330,434,253,136,1438,200,0,13,151,72,498,120,0,13,28.1,6.9,11.4,4.5,20875.0,2482.0,23.1,4.8,6.6,2.2,23.1,5.9,16.9,4.3,13.4,4.7,79.1,6.9,6.8,3.6,60.0,8.1,0.0,1.7,7.5,3.6,24.8,5.4,0.0,0.3,0.8321,0.9303,0.6741,0.6852,3.1217,0.8455,0.1414,0.3403,0.7979,0.7184,1.998,0.4758,0.7106,0.6283,1.3389,0.6823,0.957,0.0,0.7603,0.9841,0.0,2.7014,0.677,9.16,0.7494,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,1117,211,26.5,4.8,1642
48,TEXAS,TX,48113,Dallas,48113012211,"Census Tract 122.11, Dallas County, Texas",0.50922799729,4555,421,2070,49,1821,102,946,343,105,70,16780,1865,842,182,388,92,1322,356,740,182,221,91,4148,433,642,214,1206,191,0,13,106,66,427,116,6,14,21.0,6.6,4.7,3.2,16780.0,1865.0,32.3,6.1,8.5,2.3,29.0,7.3,16.3,3.9,12.1,5.0,91.1,4.5,15.4,5.0,58.3,9.1,0.0,1.9,5.8,3.6,23.4,6.2,0.1,0.3,0.6998,0.4544,0.8103,0.8213,2.7858,0.75,0.2534,0.7083,0.7723,0.6519,2.3859,0.7364,0.8422,0.8334,1.6756,0.8571,0.9526,0.0,0.6645,0.98,0.5245,3.1216,0.8373,9.9689,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1350,294,29.7,6.1,3208
48,TEXAS,TX,48113,Dallas,48113012301,"Census Tract 123.01, Dallas County, Texas",0.668772679628,4988,441,1567,22,1520,49,989,422,105,60,18533,2342,849,147,439,98,1596,313,493,131,147,69,4164,463,620,178,152,74,19,21,47,36,85,64,0,13,19.9,8.2,4.5,2.5,18533.0,2342.0,29.7,4.6,8.8,2.3,32.0,5.6,9.9,2.5,9.7,4.5,83.5,5.7,13.9,3.8,9.7,4.8,1.2,1.3,3.1,2.4,5.6,4.2,0.0,0.3,0.6722,0.4242,0.7536,0.7886,2.6386,0.7049,0.2722,0.8552,0.3708,0.513,2.0112,0.4878,0.7536,0.8108,1.5644,0.7974,0.6153,0.4982,0.4336,0.6108,0.0,2.1579,0.4391,8.3721,0.6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,286,22.5,5.4,2250
48,TEXAS,TX,48113,Dallas,48113012302,"Census Tract 123.02, Dallas County, Texas",0.921546709192,8824,925,3017,47,2754,135,2894,957,162,91,14312,2126,1536,339,690,207,3438,705,815,238,643,186,8203,942,902,264,829,197,8,14,223,120,620,174,120,81,32.8,8.9,4.4,2.5,14312.0,2126.0,32.9,6.3,7.8,2.3,39.0,6.9,9.2,2.8,23.3,6.7,93.0,4.3,11.2,3.1,27.5,6.5,0.3,0.5,8.1,4.3,22.5,6.0,1.4,0.9,0.8882,0.4119,0.892,0.8311,3.0232,0.8198,0.2077,0.9881,0.3093,0.9667,2.4718,0.7788,0.8665,0.7601,1.6266,0.8282,0.8231,0.3693,0.7907,0.9774,0.7856,3.7461,0.9718,10.8677,0.9437,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,3,1839,566,20.8,6.4,2983
48,TEXAS,TX,48113,Dallas,48113012400,"Census Tract 124, Dallas County, Texas",1.17899334516,5363,562,2281,26,2109,118,434,240,164,141,31146,4368,934,247,718,116,1030,269,523,182,96,65,2549,689,614,369,73,78,62,95,50,52,106,108,0,19,8.1,4.2,5.3,4.5,31146.0,4368.0,23.4,5.8,13.4,2.2,19.2,4.6,9.8,2.9,4.6,3.1,47.5,11.8,12.9,7.6,3.2,3.5,2.7,4.2,2.4,2.5,5.0,5.1,0.0,0.4,0.2697,0.5347,0.3385,0.6913,1.8342,0.4479,0.5759,0.1622,0.3603,0.1727,1.2711,0.1161,0.4178,0.7944,1.2122,0.6201,0.4338,0.5951,0.3531,0.5674,0.0,1.9494,0.3507,6.2669,0.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,545,24.2,10.1,2839
