year,stateabbr,statedesc,cityname,geographiclevel,datasource,category,uniqueid,measure,data_value_unit,datavaluetypeid,data_value_type,data_value,low_confidence_limit,high_confidence_limit,data_value_footnote_symbol,data_value_footnote,populationcount,geolocation,categoryid,measureid,cityfips,tractfips,short_question_text
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001829,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.5,27.9,29.1,,,2443,"
,  
(30.4163985388, -97.7128338245)",UNHBEH,BINGE,4805000,48453001829,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001832,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,21.1,22.2,,,2509,"
,  
(30.3801454054, -97.6688141961)",UNHBEH,BINGE,4805000,48453001832,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001833,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.6,20,21.3,,,7089,"
,  
(30.3640068193, -97.6764901387)",UNHBEH,BINGE,4805000,48453001833,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001834,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24.5,25.6,,,6723,"
,  
(30.3530097713, -97.6626570933)",UNHBEH,BINGE,4805000,48453001834,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001835,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.5,23.1,23.9,,,5000,"
,  
(30.3868001522, -97.661485146)",UNHBEH,BINGE,4805000,48453001835,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001839,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,23.5,24.5,,,7267,"
,  
(30.4047333982, -97.6589226842)",UNHBEH,BINGE,4805000,48453001839,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001840,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,24.5,26,,,1107,"
,  
(30.4266403327, -97.6575234346)",UNHBEH,BINGE,4805000,48453001840,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001842,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.9,23.4,24.4,,,2035,"
,  
(30.3755684675, -97.6313378757)",UNHBEH,BINGE,4805000,48453001842,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001843,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,21.9,23,,,2272,"
,  
(30.3885473458, -97.6999972777)",UNHBEH,BINGE,4805000,48453001843,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001844,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,23.7,24.9,,,3668,"
,  
(30.3959573783, -97.7013524585)",UNHBEH,BINGE,4805000,48453001844,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001845,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,24,25.2,,,3111,"
,  
(30.3924931419, -97.6904359465)",UNHBEH,BINGE,4805000,48453001845,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001846,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,22.9,24.2,,,2379,"
,  
(30.4360239746, -97.7137664933)",UNHBEH,BINGE,4805000,48453001846,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001847,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23,22.4,23.5,,,6752,"
,  
(30.4283193463, -97.6904273075)",UNHBEH,BINGE,4805000,48453001847,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001848,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,23.5,24.7,,,4515,"
,  
(30.4180610095, -97.6857056708)",UNHBEH,BINGE,4805000,48453001848,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001849,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.2,28.6,29.9,,,5627,"
,  
(30.394644055, -97.7201266116)",UNHBEH,BINGE,4805000,48453001849,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001850,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.4,27.7,29.1,,,3890,"
,  
(30.4119050232, -97.7017857374)",UNHBEH,BINGE,4805000,48453001850,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001851,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,3,"
,  
(30.4600829163, -97.6701585646)",UNHBEH,BINGE,4805000,48453001851,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001856,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,21.8,22.7,,,2738,"
,  
(30.353335584, -97.6079431835)",UNHBEH,BINGE,4805000,48453001856,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001857,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,21,"
,  
(30.4542409169, -97.6658834326)",UNHBEH,BINGE,4805000,48453001857,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001901,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.1,26.3,27.9,,,5207,"
,  
(30.2502692071, -97.786239289)",UNHBEH,BINGE,4805000,48453001901,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001908,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,25.6,26.9,,,5177,"
,  
(30.2673616151, -97.8917527564)",UNHBEH,BINGE,4805000,48453001908,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001910,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,21.1,22.3,,,4147,"
,  
(30.2699849071, -97.7981662119)",UNHBEH,BINGE,4805000,48453001910,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001911,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,29.9,31.8,,,2825,"
,  
(30.2584881046, -97.7858836263)",UNHBEH,BINGE,4805000,48453001911,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001912,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,21.9,22.9,,,2437,"
,  
(30.3333544667, -97.8115308042)",UNHBEH,BINGE,4805000,48453001912,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001913,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23,22.4,23.7,,,2152,"
,  
(30.3164410718, -97.8027771068)",UNHBEH,BINGE,4805000,48453001913,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001914,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,24.3,25.6,,,5862,"
,  
(30.2536853912, -97.8331354066)",UNHBEH,BINGE,4805000,48453001914,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001915,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,21.4,22.5,,,1439,"
,  
(30.2407457634, -97.83861472)",UNHBEH,BINGE,4805000,48453001915,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001917,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,21.6,22.8,,,1035,"
,  
(30.2652325209, -97.8192599071)",UNHBEH,BINGE,4805000,48453001917,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001919,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22,21.5,22.7,,,420,"
,  
(30.2734714063, -97.8018505029)",UNHBEH,BINGE,4805000,48453001919,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002002,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24.4,25.8,,,2865,"
,  
(30.2229526115, -97.7848718292)",UNHBEH,BINGE,4805000,48453002002,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002003,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,22.2,23.3,,,3653,"
,  
(30.2190129023, -97.7747282501)",UNHBEH,BINGE,4805000,48453002003,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002004,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.7,27.9,29.4,,,2191,"
,  
(30.2361336363, -97.7881708211)",UNHBEH,BINGE,4805000,48453002004,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002005,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.8,26.4,,,4729,"
,  
(30.2348343932, -97.7801522706)",UNHBEH,BINGE,4805000,48453002005,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002104,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.6,21.8,,,2867,"
,  
(30.314728019, -97.6965718144)",UNHBEH,BINGE,4805000,48453002104,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002105,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,22.8,24,,,4536,"
,  
(30.314917851, -97.705591437)",UNHBEH,BINGE,4805000,48453002105,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002106,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.8,21.9,,,3027,"
,  
(30.3067312672, -97.690303652)",UNHBEH,BINGE,4805000,48453002106,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002107,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.4,18.9,19.9,,,3712,"
,  
(30.2956745244, -97.6828566374)",UNHBEH,BINGE,4805000,48453002107,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002108,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,19.5,20.7,,,3143,"
,  
(30.2973106702, -97.6691253437)",UNHBEH,BINGE,4805000,48453002108,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002109,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,17.8,18.6,,,3830,"
,  
(30.2815093198, -97.6905730589)",UNHBEH,BINGE,4805000,48453002109,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002110,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,19.2,20.1,,,4222,"
,  
(30.2741418689, -97.677459415)",UNHBEH,BINGE,4805000,48453002110,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002111,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.2,19.6,20.7,,,4747,"
,  
(30.2572676419, -97.6858164503)",UNHBEH,BINGE,4805000,48453002111,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002112,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,20,21,,,4996,"
,  
(30.3139333247, -97.682596712)",UNHBEH,BINGE,4805000,48453002112,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002113,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.9,20.3,21.4,,,3571,"
,  
(30.3170432569, -97.6725319322)",UNHBEH,BINGE,4805000,48453002113,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002201,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.6,17.2,18.1,,,1799,"
,  
(30.3159610657, -97.6544814328)",UNHBEH,BINGE,4805000,48453002201,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002202,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,18.1,19.6,,,5251,"
,  
(30.3081938914, -97.6364300736)",UNHBEH,BINGE,4805000,48453002202,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002207,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,12,"
,  
(30.2474717883, -97.6375197951)",UNHBEH,BINGE,4805000,48453002207,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002208,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.4,20.7,22,,,7067,"
,  
(30.2806565747, -97.6516820949)",UNHBEH,BINGE,4805000,48453002208,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002211,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.9,23.1,24.5,,,1065,"
,  
(30.2775754938, -97.6282935126)",UNHBEH,BINGE,4805000,48453002211,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002212,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,21.8,23.3,,,331,"
,  
(30.3101329564, -97.5916015422)",UNHBEH,BINGE,4805000,48453002212,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002304,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,25.8,27.7,,,2794,"
,  
(30.2435864378, -97.7233108422)",UNHBEH,BINGE,4805000,48453002304,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002307,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,24.6,25.8,,,5270,"
,  
(30.2230763009, -97.7411141975)",UNHBEH,BINGE,4805000,48453002307,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002308,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.9,26.4,,,6353,"
,  
(30.229013308, -97.7521619377)",UNHBEH,BINGE,4805000,48453002308,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002310,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20,19.4,20.7,,,3185,"
,  
(30.2274869026, -97.6671445631)",UNHBEH,BINGE,4805000,48453002310,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002312,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,19,20.9,,,7157,"
,  
(30.2261210929, -97.6946650587)",UNHBEH,BINGE,4805000,48453002312,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002313,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,23,24.6,,,4311,"
,  
(30.2201787759, -97.7259170867)",UNHBEH,BINGE,4805000,48453002313,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002314,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.9,26.6,,,4467,"
,  
(30.2246964407, -97.7155120457)",UNHBEH,BINGE,4805000,48453002314,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002315,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.5,25.6,,,2941,"
,  
(30.2339238095, -97.7321356848)",UNHBEH,BINGE,4805000,48453002315,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002316,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,23.7,25.3,,,4787,"
,  
(30.2354321878, -97.7280426107)",UNHBEH,BINGE,4805000,48453002316,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002317,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.5,22.2,25,,,5181,"
,  
(30.2420862653, -97.7059303935)",UNHBEH,BINGE,4805000,48453002317,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002318,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,21.3,23.2,,,6451,"
,  
(30.2322023859, -97.7089289227)",UNHBEH,BINGE,4805000,48453002318,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002319,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,18,19.7,,,179,"
,  
(30.2025405525, -97.6405995997)",UNHBEH,BINGE,4805000,48453002319,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002402,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,25.1,26.5,,,7082,"
,  
(30.2016967544, -97.7751694038)",UNHBEH,BINGE,4805000,48453002402,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002403,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,22.3,23.6,,,2616,"
,  
(30.2122146849, -97.7622830864)",UNHBEH,BINGE,4805000,48453002403,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002407,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,25.3,26.3,,,1964,"
,  
(30.1453252695, -97.8023837128)",UNHBEH,BINGE,4805000,48453002407,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002409,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,22.7,24,,,3180,"
,  
(30.207536194, -97.7935684377)",UNHBEH,BINGE,4805000,48453002409,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002410,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,22.2,23.7,,,3773,"
,  
(30.2057644766, -97.786665428)",UNHBEH,BINGE,4805000,48453002410,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002411,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,19.4,21.4,,,6161,"
,  
(30.2052878132, -97.7488780935)",UNHBEH,BINGE,4805000,48453002411,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002412,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22,21.1,23,,,5782,"
,  
(30.189405978, -97.751489933)",UNHBEH,BINGE,4805000,48453002412,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002413,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,19.9,21.8,,,4455,"
,  
(30.1971092749, -97.7402764718)",UNHBEH,BINGE,4805000,48453002413,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002419,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,23.5,25.4,,,3890,"
,  
(30.1912903693, -97.7609152432)",UNHBEH,BINGE,4805000,48453002419,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002421,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,25.8,27.2,,,7092,"
,  
(30.1638874875, -97.8037440537)",UNHBEH,BINGE,4805000,48453002421,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002422,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,24.6,25.7,,,5472,"
,  
(30.1834376979, -97.7848162066)",UNHBEH,BINGE,4805000,48453002422,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002423,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.7,25.9,,,5383,"
,  
(30.1797493671, -97.8062264792)",UNHBEH,BINGE,4805000,48453002423,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002424,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.6,22,23.1,,,3379,"
,  
(30.192182567, -97.7992412635)",UNHBEH,BINGE,4805000,48453002424,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002425,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,26.3,27.3,,,2798,"
,  
(30.157617531, -97.7842795909)",UNHBEH,BINGE,4805000,48453002425,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002426,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,24.8,26.1,,,7014,"
,  
(30.1548242628, -97.7520686441)",UNHBEH,BINGE,4805000,48453002426,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002427,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.4,22.2,,,7257,"
,  
(30.1812180458, -97.7613921528)",UNHBEH,BINGE,4805000,48453002427,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002428,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,21.3,22.3,,,4323,"
,  
(30.1388923291, -97.7817189485)",UNHBEH,BINGE,4805000,48453002428,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002429,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.2,26.1,28.3,,,524,"
,  
(30.1675109092, -97.7735753064)",UNHBEH,BINGE,4805000,48453002429,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002430,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.6,19.9,21.4,,,3422,"
,  
(30.1717082079, -97.7550439193)",UNHBEH,BINGE,4805000,48453002430,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002431,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,21.1,22.6,,,6908,"
,  
(30.1945771194, -97.7185046504)",UNHBEH,BINGE,4805000,48453002431,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002432,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.9,19.1,20.8,,,152,"
,  
(30.1808372579, -97.7014760529)",UNHBEH,BINGE,4805000,48453002432,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002433,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,21.9,23.5,,,3564,"
,  
(30.1912019968, -97.6172300469)",UNHBEH,BINGE,4805000,48453002433,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002435,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.4,24,,,4159,"
,  
(30.160226698, -97.6406042548)",UNHBEH,BINGE,4805000,48453002435,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002500,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24.6,25.6,,,5163,"
,  
(30.4166341544, -97.7553141449)",UNHBEH,BINGE,4805000,48453002500,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020311,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,23.3,24.9,,,2727,"
,  
(30.4852741813, -97.7919722841)",UNHBEH,BINGE,4805000,48491020311,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020316,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,30,"
,  
(30.4767287286, -97.8094310538)",UNHBEH,BINGE,4805000,48491020316,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020403,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.1,17.6,18.7,,,1803,"
,  
(30.4617670752, -97.8044725242)",UNHBEH,BINGE,4805000,48491020403,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020404,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19,18.4,19.6,,,3394,"
,  
(30.4551325999, -97.8161834077)",UNHBEH,BINGE,4805000,48491020404,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020405,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.5,18.9,20,,,6444,"
,  
(30.4482556318, -97.7942896451)",UNHBEH,BINGE,4805000,48491020405,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020406,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.6,22,23.2,,,3475,"
,  
(30.4425183084, -97.7770834724)",UNHBEH,BINGE,4805000,48491020406,Binge Drinking
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020408,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,22.5,24,,,4165,"
,  
(30.4608132047, -97.7871146865)",UNHBEH,BINGE,4805000,48491020408,Binge Drinking
